TaskID,TaskType,ArrivalHour,GPU_Demand,EstimatedDuration_min,DelaySensitivity,SourceRegion,MaxLatency_ms,LatestFinishHour,EarliestStartHour,ExecutionMode,Duration_h,FinishIfArrival
262,BatchInference,1175,16,44,Medium,RegionA,80,2406,1175,NonPreemptive,0.7333333333333333,1175.7333333333333
263,RealTimeInference,1760,5,91,High,RegionA,20,1762,1760,NonPreemptive,1.5166666666666666,1761.5166666666667
264,AITraining,1319,84,19,Low,RegionD,150,2406,1319,NonPreemptive,0.31666666666666665,1319.3166666666666
265,BatchInference,1809,21,374,Medium,RegionC,80,2406,1809,NonPreemptive,6.233333333333333,1815.2333333333333
266,BatchInference,875,8,298,Medium,RegionD,80,2406,875,NonPreemptive,4.966666666666667,879.9666666666667
267,AITraining,1938,80,233,Low,RegionF,150,2406,1938,NonPreemptive,3.8833333333333333,1941.8833333333334
268,AITraining,695,126,276,Low,RegionF,150,2406,695,NonPreemptive,4.6,699.6
269,AITraining,347,100,226,Low,RegionC,150,2406,347,NonPreemptive,3.7666666666666666,350.76666666666665
270,BatchInference,2111,20,107,Medium,RegionB,80,2406,2111,NonPreemptive,1.7833333333333334,2112.7833333333333
271,AITraining,1372,120,394,Low,RegionD,150,2406,1372,NonPreemptive,6.566666666666666,1378.5666666666666
272,RealTimeInference,962,5,15,High,RegionB,20,963,962,NonPreemptive,0.25,962.25
273,AITraining,1271,107,206,Low,RegionE,150,2406,1271,NonPreemptive,3.433333333333333,1274.4333333333334
274,RealTimeInference,815,7,367,High,RegionC,20,822,815,NonPreemptive,6.116666666666666,821.1166666666667
275,RealTimeInference,100,3,32,High,RegionA,20,101,100,NonPreemptive,0.5333333333333333,100.53333333333333
276,RealTimeInference,1002,5,174,High,RegionA,20,1005,1002,NonPreemptive,2.9,1004.9
277,BatchInference,298,13,92,Medium,RegionB,80,2406,298,NonPreemptive,1.5333333333333334,299.53333333333336
278,BatchInference,1697,20,87,Medium,RegionC,80,2406,1697,NonPreemptive,1.45,1698.45
279,AITraining,2357,88,10,Low,RegionE,150,2406,2357,NonPreemptive,0.16666666666666666,2357.1666666666665
280,RealTimeInference,1572,3,214,High,RegionC,20,1576,1572,NonPreemptive,3.566666666666667,1575.5666666666666
281,BatchInference,1636,7,378,Medium,RegionF,80,2406,1636,NonPreemptive,6.3,1642.3
282,RealTimeInference,604,2,48,High,RegionA,20,605,604,NonPreemptive,0.8,604.8
283,AITraining,22,41,171,Low,RegionD,150,2406,22,NonPreemptive,2.85,24.85
284,RealTimeInference,1741,6,388,High,RegionB,20,1748,1741,NonPreemptive,6.466666666666667,1747.4666666666667
285,RealTimeInference,720,2,63,High,RegionB,20,722,720,NonPreemptive,1.05,721.05
286,AITraining,2121,123,231,Low,RegionE,150,2406,2121,NonPreemptive,3.85,2124.85
287,BatchInference,205,20,264,Medium,RegionE,80,2406,205,NonPreemptive,4.4,209.4
288,AITraining,1020,62,238,Low,RegionA,150,2406,1020,NonPreemptive,3.966666666666667,1023.9666666666667
289,RealTimeInference,1869,5,75,High,RegionA,20,1871,1869,NonPreemptive,1.25,1870.25
290,RealTimeInference,1903,3,112,High,RegionA,20,1905,1903,NonPreemptive,1.8666666666666667,1904.8666666666666
291,AITraining,2175,53,235,Low,RegionD,150,2406,2175,NonPreemptive,3.9166666666666665,2178.9166666666665
292,AITraining,1299,53,107,Low,RegionE,150,2406,1299,NonPreemptive,1.7833333333333334,1300.7833333333333
293,BatchInference,2067,21,344,Medium,RegionE,80,2406,2067,NonPreemptive,5.733333333333333,2072.733333333333
294,BatchInference,2244,22,317,Medium,RegionF,80,2406,2244,NonPreemptive,5.283333333333333,2249.2833333333333
295,BatchInference,651,9,344,Medium,RegionA,80,2406,651,NonPreemptive,5.733333333333333,656.7333333333333
296,AITraining,1944,45,115,Low,RegionD,150,2406,1944,NonPreemptive,1.9166666666666667,1945.9166666666667
297,BatchInference,1061,22,142,Medium,RegionC,80,2406,1061,NonPreemptive,2.3666666666666667,1063.3666666666666
298,RealTimeInference,1135,5,147,High,RegionB,20,1138,1135,NonPreemptive,2.45,1137.45
299,AITraining,1984,71,339,Low,RegionE,150,2406,1984,NonPreemptive,5.65,1989.65
300,AITraining,979,32,349,Low,RegionF,150,2406,979,NonPreemptive,5.816666666666666,984.8166666666667
301,BatchInference,1801,8,271,Medium,RegionA,80,2406,1801,NonPreemptive,4.516666666666667,1805.5166666666667
302,RealTimeInference,1170,5,214,High,RegionA,20,1174,1170,NonPreemptive,3.566666666666667,1173.5666666666666
303,RealTimeInference,1112,6,249,High,RegionA,20,1117,1112,NonPreemptive,4.15,1116.15
304,BatchInference,1309,14,120,Medium,RegionC,80,2406,1309,NonPreemptive,2.0,1311.0
305,AITraining,330,38,383,Low,RegionE,150,2406,330,NonPreemptive,6.383333333333334,336.3833333333333
306,RealTimeInference,617,4,193,High,RegionC,20,621,617,NonPreemptive,3.216666666666667,620.2166666666667
307,RealTimeInference,1568,1,361,High,RegionD,20,1575,1568,NonPreemptive,6.016666666666667,1574.0166666666667
308,AITraining,625,82,102,Low,RegionB,150,2406,625,NonPreemptive,1.7,626.7
309,AITraining,876,47,70,Low,RegionD,150,2406,876,NonPreemptive,1.1666666666666667,877.1666666666666
310,RealTimeInference,1699,2,286,High,RegionB,20,1704,1699,NonPreemptive,4.766666666666667,1703.7666666666667
311,BatchInference,1355,8,101,Medium,RegionC,80,2406,1355,NonPreemptive,1.6833333333333333,1356.6833333333334
312,AITraining,1908,57,31,Low,RegionE,150,2406,1908,NonPreemptive,0.5166666666666667,1908.5166666666667
313,BatchInference,255,9,142,Medium,RegionE,80,2406,255,NonPreemptive,2.3666666666666667,257.3666666666667
314,RealTimeInference,1720,1,355,High,RegionF,20,1726,1720,NonPreemptive,5.916666666666667,1725.9166666666667
315,BatchInference,2392,17,87,Medium,RegionA,80,2406,2392,NonPreemptive,1.45,2393.45
316,AITraining,80,105,82,Low,RegionD,150,2406,80,NonPreemptive,1.3666666666666667,81.36666666666666
317,AITraining,1558,41,56,Low,RegionD,150,2406,1558,NonPreemptive,0.9333333333333333,1558.9333333333334
318,BatchInference,24,18,359,Medium,RegionD,80,2406,24,NonPreemptive,5.983333333333333,29.983333333333334
319,BatchInference,1223,14,57,Medium,RegionE,80,2406,1223,NonPreemptive,0.95,1223.95
320,BatchInference,1716,20,301,Medium,RegionF,80,2406,1716,NonPreemptive,5.016666666666667,1721.0166666666667
321,AITraining,2236,16,122,Low,RegionB,150,2406,2236,NonPreemptive,2.033333333333333,2238.0333333333333
322,AITraining,903,114,189,Low,RegionD,150,2406,903,NonPreemptive,3.15,906.15
323,BatchInference,898,18,136,Medium,RegionB,80,2406,898,NonPreemptive,2.2666666666666666,900.2666666666667
324,BatchInference,1785,17,37,Medium,RegionC,80,2406,1785,NonPreemptive,0.6166666666666667,1785.6166666666666
325,BatchInference,118,17,395,Medium,RegionD,80,2406,118,NonPreemptive,6.583333333333333,124.58333333333333
326,BatchInference,1376,16,23,Medium,RegionE,80,2406,1376,NonPreemptive,0.38333333333333336,1376.3833333333334
327,AITraining,1656,74,380,Low,RegionF,150,2406,1656,NonPreemptive,6.333333333333333,1662.3333333333333
328,AITraining,676,22,120,Low,RegionC,150,2406,676,NonPreemptive,2.0,678.0
329,BatchInference,522,17,248,Medium,RegionB,80,2406,522,NonPreemptive,4.133333333333334,526.1333333333333
330,AITraining,2187,124,303,Low,RegionD,150,2406,2187,NonPreemptive,5.05,2192.05
331,RealTimeInference,1613,3,201,High,RegionB,20,1617,1613,NonPreemptive,3.35,1616.35
332,AITraining,2311,104,37,Low,RegionE,150,2406,2311,NonPreemptive,0.6166666666666667,2311.616666666667
333,AITraining,111,89,282,Low,RegionF,150,2406,111,NonPreemptive,4.7,115.7
334,RealTimeInference,1755,7,135,High,RegionA,20,1758,1755,NonPreemptive,2.25,1757.25
335,RealTimeInference,1891,4,154,High,RegionA,20,1894,1891,NonPreemptive,2.566666666666667,1893.5666666666666
336,RealTimeInference,205,5,34,High,RegionA,20,206,205,NonPreemptive,0.5666666666666667,205.56666666666666
337,BatchInference,1552,7,76,Medium,RegionC,80,2406,1552,NonPreemptive,1.2666666666666666,1553.2666666666667
338,BatchInference,866,12,155,Medium,RegionD,80,2406,866,NonPreemptive,2.5833333333333335,868.5833333333334
339,BatchInference,1338,18,120,Medium,RegionE,80,2406,1338,NonPreemptive,2.0,1340.0
340,BatchInference,1552,5,273,Medium,RegionF,80,2406,1552,NonPreemptive,4.55,1556.55
341,BatchInference,1726,11,245,Medium,RegionA,80,2406,1726,NonPreemptive,4.083333333333333,1730.0833333333333
342,BatchInference,335,22,110,Medium,RegionB,80,2406,335,NonPreemptive,1.8333333333333333,336.8333333333333
343,BatchInference,79,9,291,Medium,RegionC,80,2406,79,NonPreemptive,4.85,83.85
344,AITraining,2209,79,324,Low,RegionE,150,2406,2209,NonPreemptive,5.4,2214.4
345,RealTimeInference,1433,5,238,High,RegionC,20,1437,1433,NonPreemptive,3.966666666666667,1436.9666666666667
346,RealTimeInference,281,1,159,High,RegionC,20,284,281,NonPreemptive,2.65,283.65
347,AITraining,164,36,79,Low,RegionA,150,2406,164,NonPreemptive,1.3166666666666667,165.31666666666666
348,RealTimeInference,1012,7,359,High,RegionA,20,1018,1012,NonPreemptive,5.983333333333333,1017.9833333333333
349,RealTimeInference,83,3,327,High,RegionA,20,89,83,NonPreemptive,5.45,88.45
350,AITraining,624,109,161,Low,RegionD,150,2406,624,NonPreemptive,2.683333333333333,626.6833333333333
351,RealTimeInference,517,7,256,High,RegionB,20,522,517,NonPreemptive,4.266666666666667,521.2666666666667
352,BatchInference,468,6,40,Medium,RegionE,80,2406,468,NonPreemptive,0.6666666666666666,468.6666666666667
353,AITraining,892,55,45,Low,RegionF,150,2406,892,NonPreemptive,0.75,892.75
354,BatchInference,1049,9,229,Medium,RegionA,80,2406,1049,NonPreemptive,3.816666666666667,1052.8166666666666
355,BatchInference,687,14,344,Medium,RegionB,80,2406,687,NonPreemptive,5.733333333333333,692.7333333333333
356,AITraining,469,21,378,Low,RegionD,150,2406,469,NonPreemptive,6.3,475.3
357,RealTimeInference,1274,6,71,High,RegionB,20,1276,1274,NonPreemptive,1.1833333333333333,1275.1833333333334
358,RealTimeInference,2370,1,344,High,RegionC,20,2376,2370,NonPreemptive,5.733333333333333,2375.733333333333
359,RealTimeInference,1277,3,35,High,RegionC,20,1278,1277,NonPreemptive,0.5833333333333334,1277.5833333333333
360,AITraining,1537,66,309,Low,RegionA,150,2406,1537,NonPreemptive,5.15,1542.15
361,BatchInference,812,8,127,Medium,RegionA,80,2406,812,NonPreemptive,2.1166666666666667,814.1166666666667
362,RealTimeInference,994,4,221,High,RegionA,20,998,994,NonPreemptive,3.683333333333333,997.6833333333333
363,RealTimeInference,1235,1,122,High,RegionB,20,1238,1235,NonPreemptive,2.033333333333333,1237.0333333333333
364,AITraining,495,27,10,Low,RegionE,150,2406,495,NonPreemptive,0.16666666666666666,495.1666666666667
365,AITraining,168,105,329,Low,RegionF,150,2406,168,NonPreemptive,5.483333333333333,173.48333333333332
366,BatchInference,2182,9,391,Medium,RegionF,80,2406,2182,NonPreemptive,6.516666666666667,2188.516666666667
367,BatchInference,1517,14,342,Medium,RegionA,80,2406,1517,NonPreemptive,5.7,1522.7
368,RealTimeInference,2072,3,170,High,RegionA,20,2075,2072,NonPreemptive,2.8333333333333335,2074.8333333333335
369,AITraining,1397,21,19,Low,RegionD,150,2406,1397,NonPreemptive,0.31666666666666665,1397.3166666666666
370,RealTimeInference,1720,5,147,High,RegionB,20,1723,1720,NonPreemptive,2.45,1722.45
371,BatchInference,432,15,22,Medium,RegionD,80,2406,432,NonPreemptive,0.36666666666666664,432.3666666666667
372,BatchInference,1483,11,93,Medium,RegionE,80,2406,1483,NonPreemptive,1.55,1484.55
373,AITraining,1883,80,110,Low,RegionF,150,2406,1883,NonPreemptive,1.8333333333333333,1884.8333333333333
374,AITraining,626,88,274,Low,RegionC,150,2406,626,NonPreemptive,4.566666666666666,630.5666666666667
375,BatchInference,721,14,47,Medium,RegionB,80,2406,721,NonPreemptive,0.7833333333333333,721.7833333333333
376,AITraining,2137,50,104,Low,RegionD,150,2406,2137,NonPreemptive,1.7333333333333334,2138.733333333333
377,AITraining,1106,64,327,Low,RegionE,150,2406,1106,NonPreemptive,5.45,1111.45
378,AITraining,2204,75,343,Low,RegionE,150,2406,2204,NonPreemptive,5.716666666666667,2209.7166666666667
379,BatchInference,1904,14,85,Medium,RegionF,80,2406,1904,NonPreemptive,1.4166666666666667,1905.4166666666667
380,BatchInference,1099,6,10,Medium,RegionA,80,2406,1099,NonPreemptive,0.16666666666666666,1099.1666666666667
381,BatchInference,1005,11,69,Medium,RegionB,80,2406,1005,NonPreemptive,1.15,1006.15
382,RealTimeInference,1142,5,276,High,RegionB,20,1147,1142,NonPreemptive,4.6,1146.6
383,BatchInference,998,12,279,Medium,RegionC,80,2406,998,NonPreemptive,4.65,1002.65
384,BatchInference,2334,6,174,Medium,RegionD,80,2406,2334,NonPreemptive,2.9,2336.9
385,AITraining,1552,20,388,Low,RegionF,150,2406,1552,NonPreemptive,6.466666666666667,1558.4666666666667
386,BatchInference,117,17,71,Medium,RegionF,80,2406,117,NonPreemptive,1.1833333333333333,118.18333333333334
387,BatchInference,1331,7,246,Medium,RegionA,80,2406,1331,NonPreemptive,4.1,1335.1
388,RealTimeInference,1997,2,305,High,RegionA,20,2003,1997,NonPreemptive,5.083333333333333,2002.0833333333333
389,RealTimeInference,1453,7,297,High,RegionB,20,1458,1453,NonPreemptive,4.95,1457.95
390,BatchInference,1394,22,362,Medium,RegionD,80,2406,1394,NonPreemptive,6.033333333333333,1400.0333333333333
391,BatchInference,1131,18,154,Medium,RegionD,80,2406,1131,NonPreemptive,2.566666666666667,1133.5666666666666
392,AITraining,41,112,318,Low,RegionF,150,2406,41,NonPreemptive,5.3,46.3
393,AITraining,782,119,48,Low,RegionA,150,2406,782,NonPreemptive,0.8,782.8
394,RealTimeInference,988,3,143,High,RegionA,20,991,988,NonPreemptive,2.3833333333333333,990.3833333333333
395,AITraining,1664,82,188,Low,RegionD,150,2406,1664,NonPreemptive,3.1333333333333333,1667.1333333333334
396,BatchInference,2274,11,24,Medium,RegionC,80,2406,2274,NonPreemptive,0.4,2274.4
397,RealTimeInference,1950,7,298,High,RegionB,20,1955,1950,NonPreemptive,4.966666666666667,1954.9666666666667
398,AITraining,2010,109,166,Low,RegionF,150,2406,2010,NonPreemptive,2.7666666666666666,2012.7666666666667
399,BatchInference,70,9,106,Medium,RegionF,80,2406,70,NonPreemptive,1.7666666666666666,71.76666666666667
400,RealTimeInference,1205,5,298,High,RegionA,20,1210,1205,NonPreemptive,4.966666666666667,1209.9666666666667
401,RealTimeInference,1656,6,95,High,RegionA,20,1658,1656,NonPreemptive,1.5833333333333333,1657.5833333333333
402,AITraining,996,81,132,Low,RegionD,150,2406,996,NonPreemptive,2.2,998.2
403,BatchInference,2382,13,127,Medium,RegionD,80,2406,2382,NonPreemptive,2.1166666666666667,2384.116666666667
404,BatchInference,1938,9,168,Medium,RegionD,80,2406,1938,NonPreemptive,2.8,1940.8
405,AITraining,2174,62,374,Low,RegionF,150,2406,2174,NonPreemptive,6.233333333333333,2180.233333333333
406,BatchInference,1742,23,24,Medium,RegionA,80,2406,1742,NonPreemptive,0.4,1742.4
407,AITraining,2254,44,270,Low,RegionD,150,2406,2254,NonPreemptive,4.5,2258.5
408,BatchInference,1441,18,341,Medium,RegionB,80,2406,1441,NonPreemptive,5.683333333333334,1446.6833333333334
409,AITraining,1858,60,104,Low,RegionD,150,2406,1858,NonPreemptive,1.7333333333333334,1859.7333333333333
410,BatchInference,1255,22,301,Medium,RegionD,80,2406,1255,NonPreemptive,5.016666666666667,1260.0166666666667
411,BatchInference,944,14,78,Medium,RegionE,80,2406,944,NonPreemptive,1.3,945.3
412,RealTimeInference,788,4,263,High,RegionE,20,793,788,NonPreemptive,4.383333333333334,792.3833333333333
413,BatchInference,489,13,47,Medium,RegionA,80,2406,489,NonPreemptive,0.7833333333333333,489.78333333333336
414,AITraining,2194,21,32,Low,RegionD,150,2406,2194,NonPreemptive,0.5333333333333333,2194.5333333333333
415,AITraining,758,62,311,Low,RegionD,150,2406,758,NonPreemptive,5.183333333333334,763.1833333333333
416,RealTimeInference,886,3,227,High,RegionB,20,890,886,NonPreemptive,3.783333333333333,889.7833333333333
417,AITraining,1983,28,219,Low,RegionE,150,2406,1983,NonPreemptive,3.65,1986.65
418,BatchInference,2148,4,113,Medium,RegionE,80,2406,2148,NonPreemptive,1.8833333333333333,2149.883333333333
419,AITraining,1159,75,365,Low,RegionA,150,2406,1159,NonPreemptive,6.083333333333333,1165.0833333333333
420,RealTimeInference,795,4,385,High,RegionA,20,802,795,NonPreemptive,6.416666666666667,801.4166666666666
421,BatchInference,931,8,136,Medium,RegionB,80,2406,931,NonPreemptive,2.2666666666666666,933.2666666666667
422,BatchInference,734,13,296,Medium,RegionC,80,2406,734,NonPreemptive,4.933333333333334,738.9333333333333
423,BatchInference,57,12,38,Medium,RegionD,80,2406,57,NonPreemptive,0.6333333333333333,57.63333333333333
424,AITraining,2187,93,306,Low,RegionF,150,2406,2187,NonPreemptive,5.1,2192.1
425,RealTimeInference,1123,6,266,High,RegionD,20,1128,1123,NonPreemptive,4.433333333333334,1127.4333333333334
426,RealTimeInference,223,6,355,High,RegionA,20,229,223,NonPreemptive,5.916666666666667,228.91666666666666
427,AITraining,1196,125,191,Low,RegionD,150,2406,1196,NonPreemptive,3.183333333333333,1199.1833333333334
428,AITraining,517,102,10,Low,RegionD,150,2406,517,NonPreemptive,0.16666666666666666,517.1666666666666
429,AITraining,2010,78,64,Low,RegionE,150,2406,2010,NonPreemptive,1.0666666666666667,2011.0666666666666
430,RealTimeInference,50,3,158,High,RegionC,20,53,50,NonPreemptive,2.6333333333333333,52.63333333333333
431,AITraining,1164,62,146,Low,RegionF,150,2406,1164,NonPreemptive,2.433333333333333,1166.4333333333334
432,BatchInference,1960,13,322,Medium,RegionF,80,2406,1960,NonPreemptive,5.366666666666666,1965.3666666666666
433,BatchInference,1395,12,72,Medium,RegionA,80,2406,1395,NonPreemptive,1.2,1396.2
434,RealTimeInference,210,4,99,High,RegionA,20,212,210,NonPreemptive,1.65,211.65
435,BatchInference,1956,14,395,Medium,RegionC,80,2406,1956,NonPreemptive,6.583333333333333,1962.5833333333333
436,RealTimeInference,267,7,356,High,RegionB,20,273,267,NonPreemptive,5.933333333333334,272.93333333333334
437,BatchInference,2014,20,373,Medium,RegionD,80,2406,2014,NonPreemptive,6.216666666666667,2020.2166666666667
438,RealTimeInference,2363,3,191,High,RegionC,20,2367,2363,NonPreemptive,3.183333333333333,2366.1833333333334
439,AITraining,219,39,189,Low,RegionA,150,2406,219,NonPreemptive,3.15,222.15
440,RealTimeInference,611,6,170,High,RegionA,20,614,611,NonPreemptive,2.8333333333333335,613.8333333333334
441,AITraining,1244,64,72,Low,RegionD,150,2406,1244,NonPreemptive,1.2,1245.2
442,RealTimeInference,1016,3,163,High,RegionB,20,1019,1016,NonPreemptive,2.716666666666667,1018.7166666666667
443,RealTimeInference,2285,4,58,High,RegionC,20,2286,2285,NonPreemptive,0.9666666666666667,2285.9666666666667
444,BatchInference,924,10,93,Medium,RegionE,80,2406,924,NonPreemptive,1.55,925.55
445,AITraining,1558,120,157,Low,RegionF,150,2406,1558,NonPreemptive,2.6166666666666667,1560.6166666666666
446,BatchInference,1813,11,336,Medium,RegionA,80,2406,1813,NonPreemptive,5.6,1818.6
447,BatchInference,1756,4,150,Medium,RegionB,80,2406,1756,NonPreemptive,2.5,1758.5
448,BatchInference,2329,22,220,Medium,RegionC,80,2406,2329,NonPreemptive,3.6666666666666665,2332.6666666666665
449,AITraining,246,77,167,Low,RegionE,150,2406,246,NonPreemptive,2.783333333333333,248.78333333333333
450,AITraining,406,44,295,Low,RegionE,150,2406,406,NonPreemptive,4.916666666666667,410.9166666666667
451,RealTimeInference,864,3,266,High,RegionC,20,869,864,NonPreemptive,4.433333333333334,868.4333333333333
452,BatchInference,332,17,184,Medium,RegionA,80,2406,332,NonPreemptive,3.066666666666667,335.06666666666666
453,RealTimeInference,982,2,122,High,RegionA,20,985,982,NonPreemptive,2.033333333333333,984.0333333333333
454,RealTimeInference,2260,2,328,High,RegionA,20,2266,2260,NonPreemptive,5.466666666666667,2265.4666666666667
455,RealTimeInference,641,4,273,High,RegionB,20,646,641,NonPreemptive,4.55,645.55
